Ticket_ID,Business_Unit_ID,Process_ID,Category_ID,Region,Priority,Created_Date,Resolution_Hours,SLA_Hours,SLA_Breached,Status,Root_Cause,Risk_Score,Risk_Category,Escalation_Flag,Customer_Impact,Root_Cause_Clean,Customer_Impact_Clean,Business_Unit,Process
TKT-061995,8,8,2,US,Medium,2025-01-22,109.5,72,True,Resolved,Missing Data,63,Medium,False,Low,Missing Data,Low,Commercial Operations,Customer Support
TKT-061996,4,7,5,Canada,High,2025-10-15,20.4,24,False,Closed,System Defect,57,Medium,False,,System Defect,Unknown,Manufacturing,Invoice Processing
TKT-061997,7,1,6,Singapore,Low,2025-09-19,19.5,120,False,Open,Human Error,15,Low,False,Low,Human Error,Low,Finance,Order Management
TKT-061998,7,8,6,US,High,2024-05-05,17.0,24,False,Closed,Human Error,40,Medium,False,High,Human Error,High,Finance,Customer Support
TKT-061999,3,6,7,France,Medium,2025-09-15,143.3,72,True,Resolved,Process Gap,56,Medium,False,Medium,Process Gap,Medium,Supply Chain,System Access
TKT-062000,1,5,8,Netherlands,Low,2025-12-25,62.4,120,False,Resolved,Missing Data,16,Low,False,Low,Missing Data,Low,Customer Operations,Submission Management
TKT-062001,5,4,3,Australia,Low,2025-05-28,65.4,120,False,Resolved,Integration Failure,34,Low,False,,Integration Failure,Unknown,Regulatory Affairs,Production Support
TKT-062002,5,6,3,UK,Low,2024-11-15,28.8,120,False,In Progress,Missing Data,20,Low,False,Medium,Missing Data,Medium,Regulatory Affairs,System Access
TKT-062003,3,7,1,US,Medium,2024-08-21,26.6,72,False,Closed,Missing Data,42,Medium,False,Medium,Missing Data,Medium,Supply Chain,Invoice Processing
TKT-062004,4,3,2,Australia,Medium,2025-10-08,42.4,72,False,Resolved,System Defect,48,Medium,False,,System Defect,Unknown,Manufacturing,Inventory Planning
TKT-062005,4,2,1,Netherlands,Medium,2025-08-25,53.7,72,False,In Progress,Missing Data,38,Low,False,Low,Missing Data,Low,Manufacturing,Quality Review
TKT-062006,6,1,8,UK,Medium,2024-09-11,21.0,72,False,Open,Training Gap,44,Medium,False,Medium,Training Gap,Medium,IT Operations,Order Management
TKT-062007,5,6,4,Canada,High,2024-06-17,24.2,24,True,Resolved,Integration Failure,78,High,False,Medium,Integration Failure,Medium,Regulatory Affairs,System Access
TKT-062008,6,8,3,Singapore,Medium,2024-10-25,128.1,72,True,Closed,Process Gap,52,Medium,False,Low,Process Gap,Low,IT Operations,Customer Support
TKT-062009,4,5,6,Singapore,High,2025-09-02,30.2,24,True,Resolved,Missing Data,68,Medium,True,Low,Missing Data,Low,Manufacturing,Submission Management
TKT-062010,4,5,6,UK,Low,2024-07-17,22.4,120,False,Resolved,Missing Data,28,Low,False,,Missing Data,Unknown,Manufacturing,Submission Management
TKT-062011,2,4,5,Germany,High,2025-10-12,21.5,24,False,Resolved,Training Gap,41,Medium,False,Medium,Training Gap,Medium,Quality Assurance,Production Support
TKT-062012,6,8,2,Netherlands,Medium,2024-02-07,37.6,72,False,Resolved,Integration Failure,41,Medium,False,Low,Integration Failure,Low,IT Operations,Customer Support
TKT-062013,3,4,1,UK,Medium,2024-06-10,17.9,72,False,Resolved,Unknown,41,Medium,False,Medium,Unknown,Medium,Supply Chain,Production Support
TKT-062014,4,5,6,Australia,High,2025-08-28,59.3,24,True,Closed,Integration Failure,72,High,False,Low,Integration Failure,Low,Manufacturing,Submission Management
TKT-062015,8,2,8,UK,Critical,2024-01-07,87.7,8,True,Closed,System Defect,63,Medium,False,Low,System Defect,Low,Commercial Operations,Quality Review
TKT-062016,5,7,7,Netherlands,High,2024-12-19,76.1,24,True,Closed,System Defect,51,Medium,False,Low,System Defect,Low,Regulatory Affairs,Invoice Processing
TKT-062017,8,8,7,Canada,Low,2025-03-24,58.0,120,False,Closed,External Dependency,12,Low,False,Medium,External Dependency,Medium,Commercial Operations,Customer Support
TKT-062018,1,4,1,Australia,Low,2024-11-09,6.6,120,False,Closed,Unknown,8,Low,False,Low,Unknown,Low,Customer Operations,Production Support
TKT-062019,3,4,5,Netherlands,High,2024-09-30,10.3,24,False,In Progress,System Defect,33,Low,False,Low,System Defect,Low,Supply Chain,Production Support
TKT-062020,2,8,8,Germany,Medium,2024-03-30,15.5,72,False,Resolved,Training Gap,41,Medium,False,Medium,Training Gap,Medium,Quality Assurance,Customer Support
TKT-062021,2,3,5,France,Medium,2024-10-13,34.6,72,False,In Progress,System Defect,42,Medium,False,Low,System Defect,Low,Quality Assurance,Inventory Planning
TKT-062022,3,2,4,Canada,Medium,2025-03-23,43.5,72,False,Resolved,Training Gap,23,Low,False,Medium,Training Gap,Medium,Supply Chain,Quality Review
TKT-062023,4,3,8,Australia,High,2025-02-06,97.8,24,True,Closed,System Defect,55,Medium,True,Low,System Defect,Low,Manufacturing,Inventory Planning
TKT-062024,4,8,1,Canada,Low,2025-06-27,48.4,120,False,In Progress,Integration Failure,22,Low,False,High,Integration Failure,High,Manufacturing,Customer Support
TKT-062025,1,1,2,Netherlands,Low,2025-12-28,18.7,120,False,Closed,Training Gap,13,Low,False,,Training Gap,Unknown,Customer Operations,Order Management
TKT-062026,8,3,7,France,Critical,2024-08-13,25.8,8,True,Resolved,Missing Data,81,High,True,High,Missing Data,High,Commercial Operations,Inventory Planning
TKT-062027,4,6,5,Netherlands,Medium,2024-01-12,5.8,72,False,Closed,Integration Failure,33,Low,False,High,Integration Failure,High,Manufacturing,System Access
TKT-062028,5,7,2,Singapore,Critical,2024-11-15,12.9,8,True,Resolved,Human Error,69,Medium,True,Low,Human Error,Low,Regulatory Affairs,Invoice Processing
TKT-062029,7,4,8,Germany,Medium,2024-09-01,44.9,72,False,Closed,Missing Data,27,Low,False,Medium,Missing Data,Medium,Finance,Production Support
TKT-062030,5,6,1,Netherlands,Low,2025-01-07,9.4,120,False,Open,System Defect,23,Low,False,Medium,System Defect,Medium,Regulatory Affairs,System Access
TKT-062031,5,6,6,Netherlands,Medium,2024-07-30,110.2,72,True,Closed,Integration Failure,42,Medium,False,Low,Integration Failure,Low,Regulatory Affairs,System Access
TKT-062032,3,6,4,Netherlands,Medium,2024-06-12,33.0,72,False,In Progress,Missing Data,43,Medium,False,Medium,Missing Data,Medium,Supply Chain,System Access
TKT-062033,6,5,8,Canada,Low,2024-08-19,38.1,120,False,Resolved,Integration Failure,37,Low,False,Low,Integration Failure,Low,IT Operations,Submission Management
TKT-062034,6,4,4,Germany,Medium,2024-03-13,7.0,72,False,Resolved,External Dependency,31,Low,False,High,External Dependency,High,IT Operations,Production Support
TKT-062035,5,6,1,Germany,High,2024-11-02,78.0,24,True,Resolved,Process Gap,68,Medium,True,Medium,Process Gap,Medium,Regulatory Affairs,System Access
TKT-062036,7,3,5,Singapore,Medium,2025-01-13,11.3,72,False,Resolved,Training Gap,43,Medium,False,,Training Gap,Unknown,Finance,Inventory Planning
TKT-062037,7,6,4,Canada,Medium,2025-08-08,239.2,72,True,Resolved,Process Gap,66,Medium,False,Medium,Process Gap,Medium,Finance,System Access
TKT-062038,1,8,7,UK,Critical,2024-09-09,26.2,8,True,Closed,System Defect,66,Medium,False,Low,System Defect,Low,Customer Operations,Customer Support
TKT-062039,1,5,6,Germany,Critical,2025-05-09,12.6,8,True,Closed,Unknown,89,High,False,Low,Unknown,Low,Customer Operations,Submission Management
TKT-062040,8,5,1,Germany,Low,2025-10-12,41.9,120,False,Closed,Process Gap,13,Low,False,Low,Process Gap,Low,Commercial Operations,Submission Management
TKT-062041,7,4,3,France,Critical,2024-02-14,24.6,8,True,Resolved,Human Error,71,High,True,High,Human Error,High,Finance,Production Support
TKT-062042,6,1,6,Singapore,Medium,2024-04-07,149.6,72,True,In Progress,Unknown,45,Medium,False,Low,Unknown,Low,IT Operations,Order Management
TKT-062043,1,8,5,Singapore,High,2024-05-09,13.9,24,False,Closed,External Dependency,49,Medium,False,,External Dependency,Unknown,Customer Operations,Customer Support
TKT-062044,7,5,5,Netherlands,Low,2025-08-13,55.0,120,False,Closed,Missing Data,34,Low,False,,Missing Data,Unknown,Finance,Submission Management
TKT-062045,4,3,4,Australia,Low,2025-04-18,45.2,120,False,Resolved,Training Gap,10,Low,False,Medium,Training Gap,Medium,Manufacturing,Inventory Planning
TKT-062046,3,2,5,Germany,Low,2025-06-15,83.6,120,False,Closed,External Dependency,8,Low,False,,External Dependency,Unknown,Supply Chain,Quality Review
TKT-062047,7,2,2,Singapore,High,2025-04-18,5.3,24,False,Closed,Integration Failure,43,Medium,False,Low,Integration Failure,Low,Finance,Quality Review
TKT-062048,6,6,6,France,Medium,2025-07-19,20.4,72,False,Resolved,Process Gap,41,Medium,False,Medium,Process Gap,Medium,IT Operations,System Access
TKT-062049,8,1,8,Singapore,Medium,2024-04-16,23.2,72,False,Resolved,Human Error,21,Low,False,Medium,Human Error,Medium,Commercial Operations,Order Management
TKT-062050,6,2,8,Netherlands,Low,2024-04-25,36.2,120,False,Resolved,Process Gap,17,Low,False,Low,Process Gap,Low,IT Operations,Quality Review
TKT-062051,1,7,1,US,High,2025-01-23,33.7,24,True,Open,Missing Data,62,Medium,False,High,Missing Data,High,Customer Operations,Invoice Processing
TKT-062052,8,4,4,US,Critical,2025-03-03,36.4,8,True,Closed,System Defect,88,High,False,,System Defect,Unknown,Commercial Operations,Production Support
TKT-062053,1,5,2,Australia,High,2025-04-29,2.8,24,False,Resolved,Human Error,48,Medium,False,Low,Human Error,Low,Customer Operations,Submission Management
TKT-062054,4,2,6,Germany,Medium,2024-03-03,60.3,72,False,Resolved,Human Error,32,Low,False,Medium,Human Error,Medium,Manufacturing,Quality Review
TKT-062055,8,1,7,UK,Medium,2025-11-07,57.2,72,False,Resolved,Process Gap,18,Low,False,Low,Process Gap,Low,Commercial Operations,Order Management
TKT-062056,1,3,5,Germany,Medium,2024-11-06,101.8,72,True,Resolved,Human Error,59,Medium,False,High,Human Error,High,Customer Operations,Inventory Planning
TKT-062057,2,1,6,France,Critical,2024-10-31,5.4,8,False,Closed,Missing Data,60,Medium,False,Medium,Missing Data,Medium,Quality Assurance,Order Management
TKT-062058,1,5,2,Germany,Medium,2025-01-19,38.1,72,False,Resolved,Training Gap,30,Low,False,,Training Gap,Unknown,Customer Operations,Submission Management
TKT-062059,7,6,2,Canada,Medium,2024-07-01,38.8,72,False,Resolved,System Defect,38,Low,False,Medium,System Defect,Medium,Finance,System Access
TKT-062060,1,2,3,UK,Medium,2024-01-15,23.1,72,False,Closed,Missing Data,46,Medium,False,Medium,Missing Data,Medium,Customer Operations,Quality Review
TKT-062061,6,2,2,UK,Medium,2024-12-28,97.9,72,True,Closed,System Defect,66,Medium,True,Low,System Defect,Low,IT Operations,Quality Review
TKT-062062,3,2,1,UK,Medium,2024-08-24,33.7,72,False,Closed,Human Error,26,Low,False,,Human Error,Unknown,Supply Chain,Quality Review
TKT-062063,8,6,7,Netherlands,High,2024-12-01,38.3,24,True,Closed,Human Error,62,Medium,True,Low,Human Error,Low,Commercial Operations,System Access
TKT-062064,5,6,2,US,Low,2024-01-09,73.9,120,False,Closed,Human Error,36,Low,False,,Human Error,Unknown,Regulatory Affairs,System Access
TKT-062065,4,1,5,Netherlands,High,2024-07-04,14.2,24,False,In Progress,Integration Failure,30,Low,False,,Integration Failure,Unknown,Manufacturing,Order Management
TKT-062066,6,2,7,US,Low,2025-11-18,30.7,120,False,Open,Missing Data,34,Low,False,,Missing Data,Unknown,IT Operations,Quality Review
TKT-062067,7,4,7,Netherlands,Medium,2025-09-21,87.0,72,True,Open,Unknown,42,Medium,False,Low,Unknown,Low,Finance,Production Support
TKT-062068,1,7,5,US,Medium,2024-07-29,19.5,72,False,Resolved,Unknown,43,Medium,False,Severe,Unknown,Severe,Customer Operations,Invoice Processing
TKT-062069,4,7,5,Germany,High,2025-09-26,9.5,24,False,Resolved,External Dependency,38,Low,False,Low,External Dependency,Low,Manufacturing,Invoice Processing
TKT-062070,5,5,4,UK,Low,2024-03-21,30.6,120,False,Closed,Human Error,14,Low,False,Medium,Human Error,Medium,Regulatory Affairs,Submission Management
TKT-062071,6,4,3,Singapore,High,2025-06-13,43.7,24,True,Closed,External Dependency,62,Medium,True,,External Dependency,Unknown,IT Operations,Production Support
TKT-062072,4,5,5,Australia,Medium,2024-06-22,57.6,72,False,Closed,Unknown,42,Medium,False,Low,Unknown,Low,Manufacturing,Submission Management
TKT-062073,1,3,8,US,Low,2024-10-28,147.8,120,True,Open,,43,Medium,True,Low,Unknown,Low,Customer Operations,Inventory Planning
TKT-062074,6,4,2,France,High,2025-11-01,14.0,24,False,In Progress,Missing Data,54,Medium,False,,Missing Data,Unknown,IT Operations,Production Support
TKT-062075,5,3,7,Germany,Low,2024-06-23,35.1,120,False,Resolved,External Dependency,14,Low,False,Low,External Dependency,Low,Regulatory Affairs,Inventory Planning
TKT-062076,3,7,6,Australia,Medium,2025-05-09,20.2,72,False,Closed,Unknown,25,Low,False,Low,Unknown,Low,Supply Chain,Invoice Processing
TKT-062077,2,1,6,UK,Medium,2025-08-04,10.2,72,False,Closed,Human Error,40,Medium,False,Low,Human Error,Low,Quality Assurance,Order Management
TKT-062078,7,4,2,Netherlands,Low,2025-11-01,44.6,120,False,Closed,Training Gap,26,Low,False,,Training Gap,Unknown,Finance,Production Support
TKT-062079,5,6,5,Canada,Medium,2025-06-19,46.8,72,False,Closed,Missing Data,30,Low,False,Low,Missing Data,Low,Regulatory Affairs,System Access
TKT-062080,7,4,3,Netherlands,Medium,2024-02-14,15.3,72,False,In Progress,System Defect,33,Low,False,,System Defect,Unknown,Finance,Production Support
TKT-062081,2,3,8,Germany,Medium,2024-10-05,67.9,72,False,Open,Integration Failure,27,Low,False,,Integration Failure,Unknown,Quality Assurance,Inventory Planning
TKT-062082,4,5,3,Netherlands,Medium,2024-03-15,14.3,72,False,Resolved,Missing Data,20,Low,False,Low,Missing Data,Low,Manufacturing,Submission Management
TKT-062083,4,2,7,France,Critical,2025-09-07,4.7,8,False,Closed,Integration Failure,60,Medium,False,Medium,Integration Failure,Medium,Manufacturing,Quality Review
TKT-062084,7,2,5,Germany,High,2024-03-04,13.3,24,False,Closed,Process Gap,40,Medium,False,Medium,Process Gap,Medium,Finance,Quality Review
TKT-062085,6,8,8,US,Critical,2025-10-27,5.8,8,False,Resolved,Training Gap,56,Medium,False,Medium,Training Gap,Medium,IT Operations,Customer Support
TKT-062086,1,3,3,France,High,2024-11-21,19.9,24,False,Resolved,Human Error,43,Medium,False,High,Human Error,High,Customer Operations,Inventory Planning
TKT-062087,6,1,8,Singapore,Medium,2025-06-16,11.5,72,False,Resolved,Integration Failure,39,Low,False,,Integration Failure,Unknown,IT Operations,Order Management
TKT-062088,5,1,3,Australia,Critical,2024-09-27,9.6,8,True,Closed,External Dependency,77,High,True,Low,External Dependency,Low,Regulatory Affairs,Order Management
TKT-062089,2,7,4,US,High,2024-07-25,42.2,24,True,Resolved,Human Error,66,Medium,True,High,Human Error,High,Quality Assurance,Invoice Processing
TKT-062090,1,5,2,Singapore,Medium,2024-12-02,35.0,72,False,Resolved,Integration Failure,36,Low,False,,Integration Failure,Unknown,Customer Operations,Submission Management
TKT-062091,1,2,2,US,Low,2025-03-25,66.6,120,False,Resolved,Integration Failure,12,Low,False,Medium,Integration Failure,Medium,Customer Operations,Quality Review
TKT-062092,5,4,1,US,Medium,2024-12-22,15.0,72,False,Resolved,System Defect,42,Medium,False,High,System Defect,High,Regulatory Affairs,Production Support
TKT-062093,6,4,2,UK,Medium,2025-02-19,7.8,72,False,Resolved,Unknown,21,Low,False,Medium,Unknown,Medium,IT Operations,Production Support
TKT-062094,6,2,3,Germany,Medium,2025-03-09,18.6,72,False,Closed,Integration Failure,31,Low,False,,Integration Failure,Unknown,IT Operations,Quality Review
TKT-062095,6,4,5,US,High,2024-10-20,17.6,24,False,Closed,Integration Failure,43,Medium,False,Medium,Integration Failure,Medium,IT Operations,Production Support
TKT-062096,7,8,2,Singapore,High,2025-08-09,5.9,24,False,In Progress,Human Error,36,Low,False,,Human Error,Unknown,Finance,Customer Support
TKT-062097,1,6,1,Germany,Medium,2025-10-26,81.3,72,True,Resolved,Integration Failure,47,Medium,False,High,Integration Failure,High,Customer Operations,System Access
TKT-062098,7,1,1,US,Critical,2024-08-06,14.8,8,True,Resolved,System Defect,84,High,False,Low,System Defect,Low,Finance,Order Management
TKT-062099,2,6,1,Netherlands,Medium,2024-10-31,42.1,72,False,Closed,Human Error,19,Low,False,Medium,Human Error,Medium,Quality Assurance,System Access
TKT-062100,8,2,3,UK,Medium,2024-02-26,20.5,72,False,Resolved,Human Error,41,Medium,False,Low,Human Error,Low,Commercial Operations,Quality Review
TKT-062101,2,5,1,Canada,Medium,2024-05-29,26.4,72,False,Closed,Unknown,32,Low,False,,Unknown,Unknown,Quality Assurance,Submission Management
TKT-062102,2,4,3,Singapore,High,2025-06-12,15.8,24,False,Closed,Integration Failure,53,Medium,False,Medium,Integration Failure,Medium,Quality Assurance,Production Support
TKT-062103,1,5,1,Netherlands,Medium,2024-03-22,35.0,72,False,Resolved,Unknown,28,Low,False,Low,Unknown,Low,Customer Operations,Submission Management
TKT-062104,3,4,7,Singapore,High,2024-04-26,12.8,24,False,Resolved,Integration Failure,45,Medium,False,Medium,Integration Failure,Medium,Supply Chain,Production Support
TKT-062105,7,8,3,Germany,Medium,2025-11-10,45.7,72,False,In Progress,External Dependency,31,Low,False,Medium,External Dependency,Medium,Finance,Customer Support
TKT-062106,5,6,7,US,High,2025-12-24,41.3,24,True,Resolved,Unknown,53,Medium,False,Low,Unknown,Low,Regulatory Affairs,System Access
TKT-062107,8,4,2,UK,Medium,2024-12-31,10.3,72,False,Closed,Integration Failure,31,Low,False,,Integration Failure,Unknown,Commercial Operations,Production Support
TKT-062108,6,7,2,Netherlands,Low,2024-08-10,40.2,120,False,In Progress,Unknown,25,Low,False,Low,Unknown,Low,IT Operations,Invoice Processing
TKT-062109,2,2,6,Singapore,Medium,2025-01-05,23.8,72,False,Resolved,Unknown,22,Low,False,,Unknown,Unknown,Quality Assurance,Quality Review
TKT-062110,3,2,6,UK,High,2024-08-10,44.6,24,True,Closed,Training Gap,62,Medium,True,,Training Gap,Unknown,Supply Chain,Quality Review
TKT-062111,2,3,3,UK,Low,2025-06-14,19.2,120,False,Resolved,External Dependency,10,Low,False,Medium,External Dependency,Medium,Quality Assurance,Inventory Planning
TKT-062112,4,2,6,Netherlands,Medium,2025-06-22,46.2,72,False,In Progress,Unknown,43,Medium,False,Medium,Unknown,Medium,Manufacturing,Quality Review
TKT-062113,2,8,8,Netherlands,Medium,2025-04-19,71.3,72,False,Resolved,Training Gap,21,Low,False,,Training Gap,Unknown,Quality Assurance,Customer Support
TKT-062114,6,2,5,Canada,Medium,2025-06-01,21.0,72,False,Resolved,,40,Medium,False,Low,Unknown,Low,IT Operations,Quality Review
TKT-062115,5,4,1,France,High,2025-04-01,14.2,24,False,Closed,Missing Data,44,Medium,False,Medium,Missing Data,Medium,Regulatory Affairs,Production Support
TKT-062116,1,3,6,France,Medium,2024-08-20,32.7,72,False,Closed,Integration Failure,27,Low,False,Medium,Integration Failure,Medium,Customer Operations,Inventory Planning
TKT-062117,4,6,1,US,High,2025-08-25,10.3,24,False,In Progress,System Defect,30,Low,False,High,System Defect,High,Manufacturing,System Access
TKT-062118,5,6,6,Netherlands,Low,2025-12-03,66.9,120,False,Closed,Unknown,8,Low,False,Low,Unknown,Low,Regulatory Affairs,System Access
TKT-062119,5,6,2,Australia,Medium,2024-04-18,78.9,72,True,Resolved,Unknown,53,Medium,False,High,Unknown,High,Regulatory Affairs,System Access
TKT-062120,4,5,7,Australia,Critical,2024-05-08,15.9,8,True,Resolved,Training Gap,70,High,False,High,Training Gap,High,Manufacturing,Submission Management
TKT-062121,4,1,2,Netherlands,High,2024-12-11,89.7,24,True,Resolved,Integration Failure,62,Medium,False,Medium,Integration Failure,Medium,Manufacturing,Order Management
TKT-062122,5,8,3,Netherlands,Medium,2024-10-07,12.7,72,False,In Progress,Process Gap,40,Medium,False,High,Process Gap,High,Regulatory Affairs,Customer Support
TKT-062123,2,2,6,Australia,Low,2024-09-12,42.9,120,False,Open,Human Error,11,Low,False,Medium,Human Error,Medium,Quality Assurance,Quality Review
TKT-062124,1,5,1,Netherlands,Medium,2024-06-09,27.0,72,False,Resolved,Process Gap,35,Low,False,Medium,Process Gap,Medium,Customer Operations,Submission Management
TKT-062125,8,4,2,Germany,High,2024-11-08,90.6,24,True,Resolved,System Defect,62,Medium,True,Medium,System Defect,Medium,Commercial Operations,Production Support
TKT-062126,5,2,2,Singapore,Medium,2025-06-16,108.3,72,True,Resolved,Process Gap,63,Medium,True,Medium,Process Gap,Medium,Regulatory Affairs,Quality Review
TKT-062127,8,2,1,Canada,Low,2024-02-10,24.2,120,False,Closed,Training Gap,27,Low,False,Medium,Training Gap,Medium,Commercial Operations,Quality Review
TKT-062128,8,2,3,Canada,High,2024-12-25,20.1,24,False,Open,Integration Failure,30,Low,False,Low,Integration Failure,Low,Commercial Operations,Quality Review
TKT-062129,5,7,4,Singapore,Medium,2024-11-18,24.9,72,False,Closed,Integration Failure,40,Medium,False,Medium,Integration Failure,Medium,Regulatory Affairs,Invoice Processing
TKT-062130,5,8,1,Netherlands,Medium,2025-06-28,97.0,72,True,Closed,Process Gap,61,Medium,False,Medium,Process Gap,Medium,Regulatory Affairs,Customer Support
TKT-062131,3,3,4,Australia,Low,2024-05-27,46.5,120,False,Resolved,Human Error,18,Low,False,Medium,Human Error,Medium,Supply Chain,Inventory Planning
TKT-062132,3,1,2,Netherlands,Medium,2024-02-07,12.3,72,False,Resolved,Missing Data,37,Low,False,Medium,Missing Data,Medium,Supply Chain,Order Management
TKT-062133,7,8,1,Canada,High,2024-08-12,37.6,24,True,Open,External Dependency,58,Medium,False,High,External Dependency,High,Finance,Customer Support
TKT-062134,2,8,4,Canada,High,2025-12-11,69.5,24,True,Open,Unknown,79,High,True,,Unknown,Unknown,Quality Assurance,Customer Support
TKT-062135,4,2,3,France,High,2025-07-19,39.0,24,True,Closed,Missing Data,61,Medium,False,Low,Missing Data,Low,Manufacturing,Quality Review
TKT-062136,3,1,2,France,Low,2025-07-03,50.4,120,False,Open,Missing Data,24,Low,False,High,Missing Data,High,Supply Chain,Order Management
TKT-062137,6,5,3,Netherlands,Low,2024-02-08,44.7,120,False,Resolved,Process Gap,11,Low,False,High,Process Gap,High,IT Operations,Submission Management
TKT-062138,1,7,1,Netherlands,Medium,2025-07-18,33.9,72,False,In Progress,External Dependency,25,Low,False,Low,External Dependency,Low,Customer Operations,Invoice Processing
TKT-062139,6,6,4,US,Medium,2024-10-20,20.0,72,False,Open,Training Gap,29,Low,False,Low,Training Gap,Low,IT Operations,System Access
TKT-062140,4,5,1,US,Medium,2025-04-06,82.9,72,True,Closed,Human Error,42,Medium,False,Low,Human Error,Low,Manufacturing,Submission Management
TKT-062141,7,3,1,Singapore,High,2025-04-07,20.5,24,False,Closed,Integration Failure,38,Low,False,,Integration Failure,Unknown,Finance,Inventory Planning
TKT-062142,1,8,1,UK,Medium,2024-02-26,48.6,72,False,Resolved,Missing Data,40,Medium,False,High,Missing Data,High,Customer Operations,Customer Support
TKT-062143,4,1,7,US,Medium,2025-04-03,34.8,72,False,Closed,Missing Data,28,Low,False,Medium,Missing Data,Medium,Manufacturing,Order Management
TKT-062144,3,6,6,Netherlands,Critical,2024-12-24,11.5,8,True,Resolved,System Defect,76,High,True,High,System Defect,High,Supply Chain,System Access
TKT-062145,5,4,1,UK,High,2025-09-13,129.0,24,True,Closed,Integration Failure,67,Medium,False,High,Integration Failure,High,Regulatory Affairs,Production Support
TKT-062146,2,2,6,Singapore,High,2024-01-03,3.6,24,False,Closed,Missing Data,49,Medium,False,Medium,Missing Data,Medium,Quality Assurance,Quality Review
TKT-062147,7,6,7,Canada,High,2025-03-05,26.1,24,True,In Progress,System Defect,78,High,True,Low,System Defect,Low,Finance,System Access
TKT-062148,1,3,3,US,Medium,2024-04-28,45.8,72,False,Resolved,Human Error,25,Low,False,Medium,Human Error,Medium,Customer Operations,Inventory Planning
TKT-062149,3,4,8,US,Medium,2024-06-20,31.5,72,False,Closed,External Dependency,24,Low,False,Medium,External Dependency,Medium,Supply Chain,Production Support
TKT-062150,2,5,6,US,Medium,2024-03-13,13.9,72,False,Resolved,System Defect,22,Low,False,,System Defect,Unknown,Quality Assurance,Submission Management
TKT-062151,8,4,1,Canada,Medium,2024-05-21,8.6,72,False,Resolved,Process Gap,18,Low,False,Low,Process Gap,Low,Commercial Operations,Production Support
TKT-062152,6,4,4,Netherlands,Medium,2024-06-22,91.6,72,True,Closed,External Dependency,39,Low,True,Low,External Dependency,Low,IT Operations,Production Support
TKT-062153,5,8,2,Netherlands,Low,2025-08-10,123.0,120,True,Resolved,Unknown,28,Low,True,,Unknown,Unknown,Regulatory Affairs,Customer Support
TKT-062154,6,4,4,Singapore,Medium,2025-12-27,6.2,72,False,Open,Human Error,19,Low,False,Medium,Human Error,Medium,IT Operations,Production Support
TKT-062155,5,5,1,US,High,2024-06-24,7.9,24,False,Resolved,Integration Failure,52,Medium,False,Low,Integration Failure,Low,Regulatory Affairs,Submission Management
TKT-062156,6,3,5,Australia,High,2025-08-22,10.1,24,False,Closed,Process Gap,59,Medium,False,Low,Process Gap,Low,IT Operations,Inventory Planning
TKT-062157,4,5,8,Germany,Medium,2024-08-13,16.4,72,False,In Progress,Process Gap,19,Low,False,Low,Process Gap,Low,Manufacturing,Submission Management
TKT-062158,4,8,8,Singapore,High,2024-01-20,5.9,24,False,Resolved,System Defect,50,Medium,False,,System Defect,Unknown,Manufacturing,Customer Support
TKT-062159,3,8,6,Singapore,Low,2024-12-09,76.8,120,False,Resolved,Process Gap,30,Low,False,Medium,Process Gap,Medium,Supply Chain,Customer Support
TKT-062160,8,2,6,France,Medium,2024-05-29,45.6,72,False,Closed,System Defect,32,Low,False,,System Defect,Unknown,Commercial Operations,Quality Review
TKT-062161,7,3,7,US,Low,2024-03-04,13.6,120,False,Resolved,Missing Data,14,Low,False,Medium,Missing Data,Medium,Finance,Inventory Planning
TKT-062162,3,6,1,Netherlands,Medium,2025-11-08,68.7,72,False,Resolved,Missing Data,21,Low,False,Low,Missing Data,Low,Supply Chain,System Access
TKT-062163,1,2,1,Singapore,Low,2024-08-07,30.6,120,False,Resolved,Integration Failure,28,Low,False,,Integration Failure,Unknown,Customer Operations,Quality Review
TKT-062164,3,6,4,US,Low,2025-02-22,77.1,120,False,Resolved,System Defect,27,Low,False,Medium,System Defect,Medium,Supply Chain,System Access
TKT-062165,3,4,8,US,Critical,2024-06-15,34.4,8,True,Closed,Human Error,75,High,False,Low,Human Error,Low,Supply Chain,Production Support
TKT-062166,6,8,6,Netherlands,Medium,2025-01-26,230.7,72,True,Open,Unknown,64,Medium,False,High,Unknown,High,IT Operations,Customer Support
TKT-062167,4,7,1,France,High,2025-09-11,31.6,24,True,In Progress,Process Gap,70,High,False,High,Process Gap,High,Manufacturing,Invoice Processing
TKT-062168,5,8,3,Netherlands,Low,2025-05-20,66.8,120,False,Resolved,Training Gap,15,Low,False,,Training Gap,Unknown,Regulatory Affairs,Customer Support
TKT-062169,8,6,1,US,Medium,2024-05-25,15.0,72,False,Resolved,External Dependency,25,Low,False,Low,External Dependency,Low,Commercial Operations,System Access
TKT-062170,5,3,4,Netherlands,Critical,2024-02-02,35.6,8,True,Resolved,Unknown,80,High,False,Severe,Unknown,Severe,Regulatory Affairs,Inventory Planning
TKT-062171,2,8,2,US,Low,2025-04-18,13.3,120,False,Open,Missing Data,18,Low,False,,Missing Data,Unknown,Quality Assurance,Customer Support
