Ticket_ID,Business_Unit_ID,Process_ID,Category_ID,Region,Priority,Created_Date,Resolution_Hours,SLA_Hours,SLA_Breached,Status,Root_Cause,Risk_Score,Risk_Category,Escalation_Flag,Customer_Impact
TKT-060141,2,8,4,Singapore,Medium,2024-11-28,13.7,72,No,Closed,External Dependency,35,Low,No,Low
TKT-060142,7,7,7,UK,High,2024-06-12,32.8,24,Yes,Closed,Training Gap,55,Medium,Yes,Low
TKT-060143,3,1,5,US,Medium,2024-02-03,64.4,72,No,In Progress,Integration Failure,37,Low,No,Low
TKT-060144,1,8,6,UK,High,2025-03-06,8.5,24,No,Closed,External Dependency,56,Medium,No,Medium
TKT-060145,2,6,3,Germany,Critical,2025-07-31,86.4,8,Yes,Resolved,Process Gap,80,High,Yes,None
TKT-060146,8,1,4,Netherlands,Medium,2024-08-11,33.3,72,No,Closed,Unknown,45,Medium,No,Low
TKT-060147,3,6,5,Netherlands,Medium,2025-06-25,79.5,72,Yes,Resolved,Missing Data,47,Medium,Yes,Low
TKT-060148,1,1,4,France,Low,2024-02-24,76.1,120,No,Closed,Training Gap,36,Low,No,High
TKT-060149,3,7,6,UK,Medium,2024-10-13,53.4,72,No,Closed,Process Gap,18,Low,No,None
TKT-060150,5,4,6,Germany,Medium,2025-12-24,26.4,72,No,Resolved,External Dependency,18,Low,No,Low
TKT-060151,8,2,4,Germany,Medium,2025-11-10,59.0,72,No,Open,Process Gap,20,Low,No,High
TKT-060152,1,6,2,Canada,Medium,2024-11-14,18.8,72,No,Resolved,System Defect,28,Low,No,Low
TKT-060153,1,5,1,Netherlands,Medium,2024-08-13,33.9,72,No,Open,Integration Failure,43,Medium,No,Low
TKT-060154,3,8,2,UK,High,2024-03-22,56.6,24,Yes,Open,Unknown,72,High,Yes,High
TKT-060155,2,4,3,Australia,Medium,2024-06-07,65.1,72,No,Open,Human Error,34,Low,No,Low
TKT-060156,1,3,1,Germany,Medium,2025-05-12,18.0,72,No,Open,Unknown,37,Low,No,None
TKT-060157,7,1,1,US,Low,2025-02-03,20.0,120,No,Closed,Unknown,27,Low,No,Medium
TKT-060158,8,5,2,France,Medium,2025-08-26,26.2,72,No,Resolved,Missing Data,28,Low,No,Low
TKT-060159,3,4,5,Canada,Medium,2024-03-20,58.6,72,No,In Progress,Training Gap,48,Medium,No,Medium
TKT-060160,2,4,3,UK,Medium,2025-07-18,35.1,72,No,Resolved,Training Gap,38,Low,No,High
TKT-060161,5,1,5,Singapore,Medium,2024-12-07,40.2,72,No,Open,Integration Failure,19,Low,No,High
TKT-060162,4,4,1,Germany,Critical,2024-01-05,12.1,8,Yes,Resolved,Training Gap,83,High,Yes,Low
TKT-060163,6,2,8,UK,Medium,2024-03-17,37.1,72,No,Closed,Unknown,36,Low,No,Low
TKT-060164,5,8,7,France,Low,2024-09-04,89.8,120,No,In Progress,System Defect,10,Low,No,Medium
TKT-060165,5,2,3,Netherlands,Low,2024-10-15,42.5,120,No,Resolved,System Defect,17,Low,No,Low
TKT-060166,6,1,5,UK,Medium,2025-04-01,29.8,72,No,Open,Process Gap,35,Low,No,Low
TKT-060167,4,1,3,Canada,Medium,2024-12-03,34.0,72,No,Closed,Process Gap,22,Low,No,High
TKT-060168,6,8,2,US,Critical,2025-04-09,18.6,8,Yes,Resolved,System Defect,86,High,No,High
TKT-060169,8,6,1,Australia,High,2024-04-08,24.5,24,Yes,Resolved,Integration Failure,52,Medium,No,None
TKT-060170,1,4,5,Canada,Low,2024-07-08,78.8,120,No,Closed,System Defect,15,Low,No,High
TKT-060171,3,5,3,Australia,Medium,2025-11-28,38.5,72,No,Closed,System Defect,21,Low,No,None
TKT-060172,1,7,4,US,Medium,2025-10-15,42.4,72,No,In Progress,System Defect,20,Low,No,Low
TKT-060173,2,4,8,France,Medium,2025-06-02,43.8,72,No,Closed,External Dependency,31,Low,No,Low
TKT-060174,5,2,1,Australia,Medium,2024-12-19,11.6,72,No,In Progress,System Defect,45,Medium,No,Low
TKT-060175,8,7,6,US,Medium,2025-05-05,3.0,72,No,In Progress,Missing Data,20,Low,No,Low
TKT-060176,3,5,7,Germany,Medium,2025-01-21,101.2,72,Yes,Closed,Process Gap,50,Medium,Yes,Medium
TKT-060177,4,6,1,US,Medium,2025-11-30,21.5,72,No,Resolved,Unknown,38,Low,No,Medium
TKT-060178,8,6,5,Australia,Low,2025-07-11,24.3,120,No,Closed,Training Gap,25,Low,No,Low
TKT-060179,8,5,1,Germany,Medium,2024-12-10,24.2,72,No,Resolved,,29,Low,No,High
TKT-060180,1,7,2,UK,Low,2024-01-18,18.8,120,No,Resolved,Training Gap,14,Low,No,None
TKT-060181,1,8,7,US,Low,2024-10-27,70.5,120,No,Resolved,Unknown,38,Low,No,Low
TKT-060182,8,1,2,Germany,Medium,2025-11-24,17.2,72,No,Resolved,System Defect,47,Medium,No,Medium
TKT-060183,2,6,4,Germany,Critical,2024-12-02,12.4,8,Yes,Closed,System Defect,76,High,Yes,None
TKT-060184,4,5,4,Singapore,High,2025-05-14,92.1,24,Yes,Closed,Integration Failure,56,Medium,No,Severe
TKT-060185,8,1,4,Singapore,High,2025-08-23,7.1,24,No,Closed,Missing Data,38,Low,No,High
TKT-060186,2,4,3,Australia,Low,2024-08-28,41.1,120,No,Closed,External Dependency,21,Low,No,None
TKT-060187,4,4,6,Singapore,Low,2025-09-24,23.8,120,No,Resolved,Training Gap,18,Low,No,Low
TKT-060188,6,7,8,Singapore,Critical,2025-07-09,9.3,8,Yes,Closed,Unknown,62,Medium,Yes,None
TKT-060189,4,5,4,France,Medium,2024-04-16,56.0,72,No,Resolved,System Defect,23,Low,No,Medium
TKT-060190,7,7,1,Germany,Low,2024-08-25,93.6,120,No,Resolved,Integration Failure,10,Low,No,Medium
TKT-060191,3,8,5,Germany,High,2024-01-13,26.1,24,Yes,Closed,System Defect,66,Medium,No,Low
TKT-060192,7,4,5,Canada,Low,2024-02-02,99.8,120,No,Resolved,System Defect,20,Low,No,None
TKT-060193,3,6,7,France,Medium,2025-04-18,63.1,72,No,Closed,System Defect,27,Low,No,None
TKT-060194,7,6,5,Australia,Low,2024-07-30,40.7,120,No,In Progress,Training Gap,28,Low,No,None
TKT-060195,4,6,2,US,Medium,2025-07-16,45.9,72,No,Resolved,Missing Data,41,Medium,No,None
TKT-060196,1,4,7,Australia,Medium,2025-01-04,131.1,72,Yes,Closed,Training Gap,49,Medium,Yes,Low
TKT-060197,1,8,8,Australia,Medium,2025-09-22,193.5,72,Yes,Resolved,Process Gap,66,Medium,No,High
TKT-060198,7,1,1,UK,Low,2025-10-20,57.0,120,No,Closed,Integration Failure,29,Low,No,None
TKT-060199,4,3,4,UK,Medium,2024-07-26,92.4,72,Yes,Resolved,Missing Data,48,Medium,Yes,Medium
TKT-060200,1,7,4,UK,Medium,2025-06-17,17.0,72,No,Resolved,Training Gap,19,Low,No,None
TKT-060201,5,5,1,Netherlands,Medium,2024-10-25,10.0,72,No,Closed,Training Gap,33,Low,No,Medium
TKT-060202,1,7,3,Germany,Low,2024-11-24,47.7,120,No,Closed,External Dependency,12,Low,No,High
TKT-060203,3,3,5,Singapore,High,2024-08-16,19.8,24,No,Resolved,System Defect,43,Medium,No,Medium
TKT-060204,2,4,4,Germany,Medium,2024-11-28,20.0,72,No,Closed,Missing Data,26,Low,No,Low
TKT-060205,3,4,3,US,High,2024-06-13,170.8,24,Yes,Closed,Human Error,64,Medium,Yes,High
TKT-060206,6,4,8,Canada,Medium,2024-09-01,82.2,72,Yes,Resolved,Unknown,55,Medium,Yes,Low
TKT-060207,1,3,8,US,Medium,2025-10-12,46.1,72,No,Resolved,Integration Failure,44,Medium,No,None
TKT-060208,7,3,2,Canada,Critical,2025-03-26,46.1,8,Yes,Resolved,System Defect,62,Medium,Yes,Low
TKT-060209,5,5,5,France,Low,2025-10-03,22.2,120,No,Resolved,Process Gap,29,Low,No,Medium
TKT-060210,3,3,6,France,Medium,2025-02-05,31.1,72,No,Resolved,System Defect,43,Medium,No,Severe
TKT-060211,5,7,1,Netherlands,Medium,2024-09-28,40.2,72,No,Resolved,Process Gap,31,Low,No,None
TKT-060212,2,4,7,Netherlands,Medium,2024-12-11,34.9,72,No,Resolved,Human Error,31,Low,No,Medium
TKT-060213,8,3,6,US,Medium,2024-08-23,50.2,72,No,Resolved,Missing Data,41,Medium,No,High
TKT-060214,2,8,5,Netherlands,Critical,2024-01-13,23.9,8,Yes,Resolved,Process Gap,88,High,Yes,Medium
TKT-060215,7,3,6,Singapore,Medium,2025-01-22,52.4,72,No,Resolved,Unknown,34,Low,No,None
TKT-060216,6,3,8,Netherlands,Medium,2024-01-08,71.6,72,No,Closed,Training Gap,26,Low,No,None
TKT-060217,8,4,8,Australia,Medium,2025-12-29,21.9,72,No,In Progress,Training Gap,43,Medium,No,High
TKT-060218,3,3,6,UK,Critical,2025-05-29,8.3,8,Yes,Closed,Human Error,77,High,No,Low
TKT-060219,5,4,6,Netherlands,Medium,2024-09-28,76.7,72,Yes,In Progress,Process Gap,67,Medium,Yes,High
TKT-060220,5,2,7,Canada,Low,2024-02-13,34.8,120,No,Resolved,Training Gap,34,Low,No,Low
TKT-060221,4,3,2,Netherlands,Medium,2024-09-08,40.4,72,No,Resolved,Missing Data,40,Medium,No,None
TKT-060222,5,8,8,US,High,2024-12-04,53.1,24,Yes,Closed,Unknown,71,High,No,None
TKT-060223,6,5,8,UK,High,2025-04-27,59.0,24,Yes,Open,System Defect,54,Medium,Yes,None
TKT-060224,6,2,5,Australia,Low,2024-08-23,17.8,120,No,In Progress,Integration Failure,22,Low,No,Medium
TKT-060225,8,1,1,US,High,2025-02-08,269.3,24,Yes,Resolved,Unknown,79,High,No,Low
TKT-060226,4,7,6,Canada,Low,2024-08-03,430.7,120,Yes,Resolved,Missing Data,29,Low,Yes,Low
TKT-060227,4,8,6,UK,High,2025-05-03,18.2,24,No,In Progress,Process Gap,37,Low,No,None
TKT-060228,4,2,3,UK,Medium,2024-12-21,40.4,72,No,Open,Training Gap,41,Medium,No,Medium
TKT-060229,8,1,1,Netherlands,Medium,2025-11-05,29.7,72,No,Resolved,Human Error,37,Low,No,Medium
TKT-060230,6,5,8,US,Critical,2024-08-08,43.8,8,Yes,Resolved,Integration Failure,77,High,Yes,Severe
TKT-060231,7,5,1,Canada,Medium,2025-06-12,15.4,72,No,Open,System Defect,29,Low,No,Medium
TKT-060232,7,8,4,France,Medium,2024-07-23,62.0,72,No,Closed,Training Gap,43,Medium,No,None
TKT-060233,2,8,2,Singapore,Medium,2025-09-09,61.8,72,No,Closed,Process Gap,42,Medium,No,Low
TKT-060234,8,3,8,Canada,Medium,2025-07-16,18.4,72,No,In Progress,Missing Data,34,Low,No,High
TKT-060235,3,8,2,Singapore,Medium,2025-10-09,7.1,72,No,Resolved,Missing Data,36,Low,No,Medium
TKT-060236,1,1,4,Australia,Medium,2024-02-17,26.0,72,No,Resolved,Unknown,42,Medium,No,Low
TKT-060237,1,1,2,US,High,2025-06-15,22.7,24,No,Resolved,Missing Data,43,Medium,No,High
TKT-060238,5,5,6,France,Medium,2025-02-06,22.3,72,No,Closed,Human Error,28,Low,No,None
TKT-060239,3,3,1,Netherlands,High,2024-08-30,8.2,24,No,Open,Process Gap,58,Medium,No,High
TKT-060240,7,1,2,Canada,High,2025-02-27,7.0,24,No,Closed,Training Gap,57,Medium,No,High
TKT-060241,8,4,6,US,Medium,2025-10-14,181.0,72,Yes,Resolved,Missing Data,39,Low,Yes,Low
TKT-060242,7,3,7,Singapore,Medium,2024-07-29,64.2,72,No,Open,Missing Data,41,Medium,No,None
TKT-060243,4,4,5,Australia,Medium,2025-01-02,11.5,72,No,Closed,External Dependency,38,Low,No,High
TKT-060244,2,3,3,Australia,Medium,2025-08-16,45.8,72,No,Resolved,Training Gap,20,Low,No,Medium
TKT-060245,6,4,5,Germany,High,2025-09-29,23.2,24,No,Resolved,Unknown,46,Medium,No,None
TKT-060246,4,8,6,Australia,Medium,2024-12-03,97.5,72,Yes,Closed,Missing Data,42,Medium,No,Severe
TKT-060247,3,1,6,Australia,Medium,2024-06-07,121.9,72,Yes,Resolved,External Dependency,54,Medium,No,High
TKT-060248,4,7,1,Canada,High,2025-12-10,29.8,24,Yes,Resolved,External Dependency,63,Medium,Yes,Medium
TKT-060249,1,4,2,Singapore,Low,2025-12-30,147.8,120,Yes,Resolved,Human Error,39,Low,Yes,Low
TKT-060250,2,4,3,UK,Medium,2024-06-03,85.2,72,Yes,Resolved,Missing Data,38,Low,No,Low
TKT-060251,8,7,4,France,Medium,2024-01-13,67.6,72,No,In Progress,Integration Failure,48,Medium,No,Medium
TKT-060252,4,7,5,France,Low,2025-04-21,215.9,120,Yes,In Progress,Unknown,30,Low,Yes,High
TKT-060253,1,7,1,Singapore,Medium,2025-08-24,113.3,72,Yes,Closed,Human Error,54,Medium,No,Low
TKT-060254,3,3,5,Australia,High,2024-09-08,18.0,24,No,In Progress,Human Error,42,Medium,No,Low
TKT-060255,4,3,2,France,High,2025-07-25,46.5,24,Yes,Closed,System Defect,56,Medium,No,Medium
TKT-060256,6,3,5,Australia,Critical,2024-07-05,12.1,8,Yes,Closed,System Defect,83,High,Yes,None
TKT-060257,6,1,7,UK,Medium,2025-02-21,18.0,72,No,In Progress,Training Gap,38,Low,No,None
TKT-060258,8,6,8,Singapore,High,2024-10-15,46.3,24,Yes,Resolved,Unknown,70,High,Yes,
TKT-060259,8,4,7,Netherlands,High,2024-09-19,33.0,24,Yes,In Progress,Missing Data,56,Medium,Yes,High
TKT-060260,4,4,4,UK,Medium,2025-10-15,15.4,72,No,Resolved,System Defect,45,Medium,No,Medium
TKT-060261,7,1,6,France,High,2025-08-13,61.9,24,Yes,Resolved,Process Gap,57,Medium,No,Medium
TKT-060262,4,4,6,Canada,Medium,2024-05-20,67.0,72,No,Open,Process Gap,22,Low,No,Severe
TKT-060263,2,3,8,France,Medium,2025-04-08,406.3,72,Yes,Closed,Missing Data,52,Medium,No,None
TKT-060264,7,6,4,France,Medium,2025-09-15,30.2,72,No,Resolved,Training Gap,47,Medium,No,High
TKT-060265,1,3,6,Singapore,Medium,2025-06-11,40.4,72,No,Resolved,Process Gap,47,Medium,No,None
TKT-060266,7,3,1,France,High,2024-05-01,34.0,24,Yes,Resolved,Human Error,62,Medium,No,High
TKT-060267,7,8,7,Singapore,Low,2024-12-05,113.1,120,No,Closed,Training Gap,21,Low,No,Low
TKT-060268,2,1,4,Australia,Critical,2025-12-26,11.4,8,Yes,Resolved,Unknown,65,Medium,No,None
TKT-060269,4,1,8,Netherlands,Critical,2024-08-27,24.4,8,Yes,In Progress,Training Gap,83,High,Yes,Medium
TKT-060270,4,4,7,UK,Medium,2025-11-19,40.3,72,No,Open,System Defect,42,Medium,No,None
TKT-060271,1,4,7,France,High,2024-02-22,3.6,24,No,Resolved,Process Gap,38,Low,No,Medium
TKT-060272,6,7,3,Canada,Medium,2025-06-16,24.9,72,No,Open,Unknown,24,Low,No,None
TKT-060273,4,7,1,Singapore,Medium,2025-05-19,22.2,72,No,In Progress,Training Gap,29,Low,No,Low
TKT-060274,1,4,2,Germany,High,2024-03-15,37.6,24,Yes,Resolved,,53,Medium,Yes,Medium
TKT-060275,2,7,2,US,Medium,2025-12-17,12.3,72,No,In Progress,Unknown,40,Medium,No,Medium
TKT-060276,5,4,3,UK,High,2024-06-05,50.9,24,Yes,Resolved,Process Gap,72,High,No,Low
TKT-060277,8,8,7,France,High,2024-07-08,7.0,24,No,Closed,Human Error,54,Medium,No,Medium
TKT-060278,4,7,3,Singapore,Medium,2025-07-10,7.2,72,No,In Progress,Human Error,22,Low,No,High
TKT-060279,1,6,3,Canada,Low,2025-01-26,48.0,120,No,In Progress,Training Gap,9,Low,No,None
TKT-060280,7,3,6,US,Medium,2025-10-14,14.2,72,No,Resolved,Process Gap,48,Medium,No,Severe
TKT-060281,3,6,6,Singapore,Medium,2024-06-17,31.5,72,No,Resolved,System Defect,28,Low,No,High
TKT-060282,3,1,3,UK,Medium,2025-06-22,199.8,72,Yes,Resolved,Training Gap,67,Medium,Yes,High
TKT-060283,3,2,1,Canada,Critical,2025-01-20,10.7,8,Yes,Resolved,Integration Failure,84,High,Yes,Low
TKT-060284,4,6,2,Canada,High,2025-01-30,100.6,24,Yes,Resolved,Process Gap,70,High,Yes,High
TKT-060285,2,5,5,Canada,Medium,2025-09-10,52.3,72,No,Resolved,Process Gap,21,Low,No,Medium
TKT-060286,2,3,2,Netherlands,Medium,2024-07-31,44.5,72,No,Resolved,Training Gap,18,Low,No,High
TKT-060287,3,8,7,Australia,High,2025-01-18,8.0,24,No,In Progress,Training Gap,38,Low,No,High
TKT-060288,8,3,8,Germany,Medium,2025-04-16,5.1,72,No,In Progress,Process Gap,41,Medium,No,Low
TKT-060289,5,7,2,UK,Medium,2025-05-21,31.7,72,No,Closed,Process Gap,23,Low,No,Low
TKT-060290,3,2,6,Germany,Medium,2025-07-21,128.4,72,Yes,Resolved,Unknown,40,Medium,No,None
TKT-060291,5,4,2,Netherlands,Medium,2024-06-10,30.3,72,No,Closed,External Dependency,27,Low,No,Low
TKT-060292,6,3,2,UK,Medium,2025-02-06,50.0,72,No,Closed,External Dependency,32,Low,No,Medium
TKT-060293,8,3,8,Singapore,Medium,2025-09-19,41.6,72,No,Resolved,Missing Data,38,Low,No,High
TKT-060294,1,7,3,France,Critical,2025-05-28,6.5,8,No,Resolved,External Dependency,69,Medium,No,Medium
TKT-060295,3,7,3,Singapore,Critical,2025-12-16,21.2,8,Yes,Resolved,Missing Data,63,Medium,No,Low
TKT-060296,3,7,8,Singapore,Low,2024-11-24,240.8,120,Yes,In Progress,System Defect,40,Medium,Yes,None
TKT-060297,2,6,2,France,Medium,2024-05-22,6.4,72,No,Closed,Human Error,20,Low,No,Medium
TKT-060298,4,1,3,UK,Medium,2025-10-24,65.9,72,No,Resolved,Process Gap,34,Low,No,Medium
TKT-060299,4,2,7,UK,Low,2024-04-11,70.8,120,No,In Progress,Process Gap,20,Low,No,Medium
TKT-060300,7,5,1,France,Medium,2025-07-21,30.0,72,No,Closed,Integration Failure,20,Low,No,Low
TKT-060301,7,2,8,US,Medium,2024-06-16,13.1,72,No,Resolved,Training Gap,38,Low,No,None
TKT-060302,1,8,5,Australia,Medium,2025-12-20,17.7,72,No,Closed,Missing Data,27,Low,No,None
TKT-060303,7,1,3,UK,High,2024-01-08,58.8,24,Yes,Closed,Unknown,68,Medium,Yes,None
TKT-060304,4,7,1,US,Low,2024-09-02,148.5,120,Yes,Resolved,System Defect,55,Medium,No,Low
TKT-060305,5,8,1,US,Medium,2025-07-25,44.0,72,No,Resolved,Training Gap,24,Low,No,Medium
TKT-060306,4,2,5,Australia,High,2024-11-16,20.8,24,No,Resolved,System Defect,35,Low,No,Low
TKT-060307,1,8,5,Canada,High,2025-05-30,16.2,24,No,Open,Human Error,47,Medium,No,None
TKT-060308,5,1,3,Singapore,Medium,2025-10-03,25.8,72,No,Closed,Missing Data,43,Medium,No,Medium
TKT-060309,1,6,7,Singapore,High,2024-10-24,22.6,24,No,Resolved,Human Error,44,Medium,No,None
TKT-060310,4,8,5,Australia,Critical,2025-10-21,11.3,8,Yes,Closed,System Defect,83,High,Yes,Low
TKT-060311,3,1,2,Australia,Medium,2025-12-07,36.8,72,No,Resolved,External Dependency,38,Low,No,Medium
TKT-060312,6,2,6,France,Medium,2024-07-28,219.4,72,Yes,Resolved,Integration Failure,50,Medium,No,None
TKT-060313,4,2,5,Australia,Medium,2025-12-03,12.1,72,No,Resolved,Training Gap,38,Low,No,None
TKT-060314,8,2,6,UK,Medium,2025-01-09,31.3,72,No,Resolved,System Defect,37,Low,No,None
TKT-060315,7,8,3,US,Low,2025-10-19,9.8,120,No,Closed,External Dependency,29,Low,No,None
TKT-060316,3,3,1,Germany,Low,2025-05-01,94.3,120,No,Resolved,Training Gap,8,Low,No,None
TKT-060317,2,5,8,Canada,Medium,2024-08-24,47.8,72,No,Closed,Integration Failure,46,Medium,No,Medium
TKT-060318,8,6,6,UK,Medium,2025-10-01,65.9,72,No,Resolved,Unknown,47,Medium,No,High
TKT-060319,3,8,8,UK,High,2025-02-14,6.8,24,No,Resolved,Human Error,30,Low,No,None
TKT-060320,6,7,7,Singapore,High,2025-02-17,13.9,24,No,Resolved,Unknown,38,Low,No,High
TKT-060321,7,4,5,France,Medium,2025-01-10,41.6,72,No,Closed,External Dependency,47,Medium,No,High
TKT-060322,2,4,4,Australia,Critical,2025-07-31,17.7,8,Yes,Resolved,System Defect,71,High,Yes,None
TKT-060323,2,6,3,Singapore,Medium,2024-05-14,42.4,72,No,Resolved,Training Gap,46,Medium,No,Severe
TKT-060324,7,5,4,France,High,2024-07-15,20.3,24,No,In Progress,Process Gap,41,Medium,No,None
TKT-060325,5,1,7,Singapore,High,2025-05-30,20.6,24,No,Closed,Human Error,47,Medium,No,None
TKT-060326,7,3,1,Australia,Low,2025-06-11,25.8,120,No,Resolved,External Dependency,14,Low,No,Low
TKT-060327,1,8,6,Germany,Medium,2024-09-03,23.3,72,No,In Progress,System Defect,47,Medium,No,Low
TKT-060328,5,2,7,Canada,Medium,2025-10-08,49.1,72,No,Resolved,Training Gap,26,Low,No,Medium
TKT-060329,6,4,7,Australia,Medium,2025-12-15,79.6,72,Yes,Resolved,System Defect,44,Medium,Yes,Medium
TKT-060330,4,1,7,France,Medium,2025-04-29,42.0,72,No,Closed,Training Gap,22,Low,No,High
TKT-060331,5,3,7,Canada,High,2025-01-01,27.6,24,Yes,Resolved,Integration Failure,59,Medium,No,None
TKT-060332,6,4,5,Singapore,Medium,2024-06-14,10.0,72,No,Open,Unknown,29,Low,No,Low
TKT-060333,5,1,2,UK,Medium,2024-11-14,29.8,72,No,Open,System Defect,48,Medium,No,None
TKT-060334,7,6,1,France,High,2024-12-15,62.3,24,Yes,Closed,Unknown,56,Medium,No,Medium
TKT-060335,5,4,6,Netherlands,High,2025-07-01,13.8,24,No,Resolved,System Defect,39,Low,No,None
TKT-060336,2,2,1,Singapore,Medium,2024-10-02,24.1,72,No,Closed,System Defect,37,Low,No,Medium
TKT-060337,2,4,5,France,Medium,2024-06-16,41.1,72,No,Resolved,System Defect,31,Low,No,Medium
TKT-060338,3,1,7,Germany,Medium,2025-01-12,14.7,72,No,Open,,22,Low,No,Low
TKT-060339,8,5,7,Singapore,Low,2025-05-26,34.2,120,No,Resolved,Unknown,24,Low,No,Low
TKT-060340,8,7,6,US,Medium,2025-12-04,103.6,72,Yes,Open,System Defect,39,Low,Yes,Medium
TKT-060341,3,5,4,Netherlands,Medium,2025-05-21,19.0,72,No,Resolved,Human Error,47,Medium,No,High
TKT-060342,8,2,5,UK,Low,2024-06-27,138.5,120,Yes,In Progress,External Dependency,52,Medium,No,Severe
TKT-060343,2,2,6,Australia,Low,2024-01-22,101.6,120,No,In Progress,Missing Data,36,Low,No,Low
TKT-060344,5,3,2,France,High,2024-10-30,40.4,24,Yes,Open,External Dependency,74,High,No,None
TKT-060345,1,7,3,France,High,2025-07-05,77.7,24,Yes,Resolved,Training Gap,75,High,No,Medium
TKT-060346,7,5,1,Singapore,High,2025-12-28,32.8,24,Yes,Closed,Process Gap,54,Medium,No,None
TKT-060347,4,8,6,US,Medium,2024-11-07,41.7,72,No,Open,Training Gap,43,Medium,No,Low
TKT-060348,7,7,4,US,High,2024-09-10,7.3,24,No,Resolved,Unknown,36,Low,No,None
TKT-060349,1,2,4,US,Medium,2025-07-25,8.1,72,No,Open,Training Gap,30,Low,No,Medium
TKT-060350,7,5,7,France,Medium,2024-01-09,25.5,72,No,Resolved,Integration Failure,43,Medium,No,Low
TKT-060351,8,7,2,US,Low,2025-06-12,103.7,120,No,Resolved,Missing Data,26,Low,No,Medium
TKT-060352,6,1,7,Netherlands,Medium,2024-04-28,32.2,72,No,Resolved,Integration Failure,41,Medium,No,Low
TKT-060353,1,4,4,Canada,High,2025-07-18,20.1,24,No,In Progress,System Defect,31,Low,No,Medium
TKT-060354,3,4,6,Germany,Low,2025-08-21,59.8,120,No,Resolved,Missing Data,22,Low,No,High
TKT-060355,4,6,5,Germany,Medium,2024-01-30,97.7,72,Yes,Closed,Unknown,52,Medium,No,High
TKT-060356,6,5,7,Canada,Low,2024-11-26,64.6,120,No,Open,Unknown,26,Low,No,Low
TKT-060357,2,8,2,Germany,High,2025-04-15,14.9,24,No,Open,External Dependency,42,Medium,No,Low
TKT-060358,6,3,7,Canada,Low,2024-11-19,93.5,120,No,Closed,Unknown,19,Low,No,None
TKT-060359,3,3,7,Canada,Medium,2024-01-01,27.0,72,No,Resolved,Training Gap,38,Low,No,None
TKT-060360,7,8,1,Australia,High,2024-05-13,18.3,24,No,Resolved,Training Gap,30,Low,No,Low
TKT-060361,6,6,5,Singapore,Medium,2025-06-18,111.0,72,Yes,Closed,Missing Data,55,Medium,No,Low
TKT-060362,8,3,7,Netherlands,Low,2025-06-27,22.2,120,No,Closed,System Defect,30,Low,No,High
TKT-060363,7,4,5,Germany,Medium,2025-02-10,17.3,72,No,Resolved,Process Gap,37,Low,No,None
TKT-060364,4,3,5,Australia,High,2025-11-15,14.9,24,No,Resolved,External Dependency,46,Medium,No,Medium
TKT-060365,7,7,5,US,Medium,2025-04-20,10.7,72,No,Closed,Process Gap,38,Low,No,None
TKT-060366,3,7,6,Canada,Low,2024-02-16,10.5,120,No,Resolved,Integration Failure,14,Low,No,Medium
TKT-060367,5,1,8,Canada,High,2025-06-21,32.4,24,Yes,Resolved,Unknown,56,Medium,Yes,None
TKT-060368,5,2,1,Canada,Critical,2025-10-20,1.5,8,No,Resolved,Training Gap,40,Medium,No,Medium
TKT-060369,1,2,1,UK,Critical,2025-03-13,13.5,8,Yes,Open,External Dependency,64,Medium,Yes,Low
TKT-060370,7,8,7,Germany,High,2025-07-16,13.2,24,No,In Progress,Human Error,43,Medium,No,Low
TKT-060371,8,8,6,Australia,Critical,2025-04-21,4.2,8,No,Resolved,System Defect,63,Medium,No,High
TKT-060372,2,2,2,Singapore,Medium,2024-03-26,59.3,72,No,Closed,Missing Data,38,Low,No,Low
TKT-060373,4,5,1,France,Medium,2024-01-26,43.2,72,No,Resolved,Unknown,44,Medium,No,High
TKT-060374,4,5,1,UK,Medium,2025-07-25,33.2,72,No,Resolved,Training Gap,36,Low,No,None
TKT-060375,8,1,7,France,Medium,2025-04-11,17.4,72,No,Resolved,Human Error,44,Medium,No,None
TKT-060376,5,1,6,Canada,High,2024-02-13,27.6,24,Yes,Resolved,Process Gap,71,High,Yes,Medium
TKT-060377,5,8,3,UK,Medium,2024-02-02,25.7,72,No,In Progress,Training Gap,32,Low,No,Low
TKT-060378,7,8,8,Germany,Medium,2024-12-11,40.9,72,No,Closed,Process Gap,22,Low,No,None
TKT-060379,2,4,4,Australia,Low,2025-06-09,125.1,120,Yes,Resolved,Integration Failure,53,Medium,Yes,Medium
TKT-060380,5,4,4,France,Medium,2025-01-21,27.5,72,No,Closed,Unknown,19,Low,No,High
TKT-060381,8,7,8,Singapore,High,2025-08-26,28.7,24,Yes,Resolved,External Dependency,70,High,Yes,None
TKT-060382,8,2,4,Australia,Medium,2024-02-02,37.1,72,No,Open,Missing Data,36,Low,No,None
TKT-060383,8,8,3,US,High,2025-10-31,4.4,24,No,Resolved,Missing Data,44,Medium,No,Low
TKT-060384,2,2,3,Netherlands,Low,2025-08-14,30.1,120,No,Closed,Human Error,22,Low,No,None
TKT-060385,2,4,3,Germany,Medium,2024-06-12,131.4,72,Yes,In Progress,Missing Data,46,Medium,No,None
TKT-060386,4,8,3,Canada,Medium,2024-12-13,21.9,72,No,Resolved,System Defect,41,Medium,No,Medium
TKT-060387,3,2,7,Canada,Medium,2024-05-19,38.5,72,No,Closed,Unknown,38,Low,No,Low
